1.324000000000000000e+03 1.280000000000000000e+02 1.650000000000000000e+02
5.680000000000000000e+02 6.400000000000000000e+01 9.300000000000000000e+01
6.600000000000000000e+02 6.400000000000000000e+01 1.140000000000000000e+02
1.052000000000000000e+03 6.400000000000000000e+01 1.480000000000000000e+02
1.556000000000000000e+03 1.280000000000000000e+02 1.790000000000000000e+02
2.388000000000000000e+03 2.560000000000000000e+02 2.370000000000000000e+02
2.680000000000000000e+02 3.200000000000000000e+01 6.800000000000000000e+01
3.028000000000000000e+03 2.560000000000000000e+02 2.930000000000000000e+02
3.000000000000000000e+03 2.560000000000000000e+02 2.770000000000000000e+02
1.632000000000000000e+03 1.280000000000000000e+02 1.850000000000000000e+02
2.872000000000000000e+03 2.560000000000000000e+02 2.940000000000000000e+02
1.216000000000000000e+03 1.280000000000000000e+02 1.500000000000000000e+02
7.440000000000000000e+02 6.400000000000000000e+01 1.180000000000000000e+02
1.500000000000000000e+03 1.280000000000000000e+02 1.770000000000000000e+02
2.608000000000000000e+03 2.560000000000000000e+02 2.650000000000000000e+02
2.520000000000000000e+03 2.560000000000000000e+02 2.550000000000000000e+02
1.376000000000000000e+03 1.280000000000000000e+02 1.690000000000000000e+02
1.580000000000000000e+03 1.280000000000000000e+02 1.950000000000000000e+02
2.504000000000000000e+03 2.560000000000000000e+02 2.540000000000000000e+02
1.592000000000000000e+03 1.280000000000000000e+02 1.910000000000000000e+02
3.272000000000000000e+03 2.560000000000000000e+02 3.130000000000000000e+02
1.296000000000000000e+03 1.280000000000000000e+02 1.650000000000000000e+02
2.448000000000000000e+03 2.560000000000000000e+02 2.390000000000000000e+02
2.256000000000000000e+03 2.560000000000000000e+02 2.060000000000000000e+02
2.328000000000000000e+03 1.280000000000000000e+02 2.520000000000000000e+02
1.492000000000000000e+03 1.280000000000000000e+02 1.770000000000000000e+02
1.388000000000000000e+03 1.280000000000000000e+02 1.630000000000000000e+02
1.632000000000000000e+03 1.280000000000000000e+02 1.960000000000000000e+02
3.212000000000000000e+03 2.560000000000000000e+02 3.050000000000000000e+02
2.452000000000000000e+03 2.560000000000000000e+02 2.350000000000000000e+02
6.160000000000000000e+02 6.400000000000000000e+01 9.500000000000000000e+01
1.472000000000000000e+03 1.280000000000000000e+02 1.780000000000000000e+02
3.072000000000000000e+03 2.560000000000000000e+02 2.910000000000000000e+02
1.044000000000000000e+03 1.280000000000000000e+02 1.310000000000000000e+02
2.892000000000000000e+03 2.560000000000000000e+02 2.820000000000000000e+02
1.332000000000000000e+03 1.280000000000000000e+02 1.520000000000000000e+02
1.060000000000000000e+03 1.280000000000000000e+02 1.310000000000000000e+02
1.104000000000000000e+03 1.280000000000000000e+02 1.390000000000000000e+02
3.052000000000000000e+03 2.560000000000000000e+02 2.850000000000000000e+02
1.368000000000000000e+03 1.280000000000000000e+02 1.600000000000000000e+02
1.404000000000000000e+03 1.280000000000000000e+02 1.700000000000000000e+02
2.092000000000000000e+03 2.560000000000000000e+02 2.150000000000000000e+02
3.296000000000000000e+03 2.560000000000000000e+02 3.230000000000000000e+02
1.380000000000000000e+03 1.280000000000000000e+02 1.590000000000000000e+02
2.980000000000000000e+03 2.560000000000000000e+02 2.860000000000000000e+02
2.568000000000000000e+03 2.560000000000000000e+02 2.530000000000000000e+02
7.160000000000000000e+02 6.400000000000000000e+01 1.030000000000000000e+02
1.376000000000000000e+03 1.280000000000000000e+02 1.660000000000000000e+02
1.496000000000000000e+03 1.280000000000000000e+02 1.730000000000000000e+02
1.572000000000000000e+03 1.280000000000000000e+02 1.880000000000000000e+02
1.632000000000000000e+03 1.280000000000000000e+02 1.980000000000000000e+02
3.456000000000000000e+03 2.560000000000000000e+02 3.340000000000000000e+02
1.240000000000000000e+03 1.280000000000000000e+02 1.490000000000000000e+02
2.444000000000000000e+03 2.560000000000000000e+02 2.530000000000000000e+02
1.644000000000000000e+03 1.280000000000000000e+02 1.900000000000000000e+02
1.476000000000000000e+03 1.280000000000000000e+02 1.780000000000000000e+02
2.944000000000000000e+03 2.560000000000000000e+02 2.780000000000000000e+02
