3.168000000000000000e+03 2.560000000000000000e+02 2.960000000000000000e+02
3.312000000000000000e+03 2.560000000000000000e+02 3.270000000000000000e+02
3.136000000000000000e+03 2.560000000000000000e+02 3.050000000000000000e+02
7.920000000000000000e+02 6.400000000000000000e+01 1.350000000000000000e+02
2.976000000000000000e+03 2.560000000000000000e+02 2.820000000000000000e+02
1.460000000000000000e+03 1.280000000000000000e+02 1.700000000000000000e+02
2.452000000000000000e+03 2.560000000000000000e+02 2.340000000000000000e+02
1.512000000000000000e+03 1.280000000000000000e+02 1.910000000000000000e+02
3.332000000000000000e+03 2.560000000000000000e+02 3.200000000000000000e+02
2.388000000000000000e+03 1.280000000000000000e+02 2.480000000000000000e+02
3.060000000000000000e+03 2.560000000000000000e+02 2.820000000000000000e+02
2.128000000000000000e+03 2.560000000000000000e+02 2.240000000000000000e+02
3.996000000000000000e+03 2.560000000000000000e+02 3.610000000000000000e+02
1.520000000000000000e+03 1.280000000000000000e+02 1.880000000000000000e+02
1.280000000000000000e+03 1.280000000000000000e+02 1.590000000000000000e+02
2.840000000000000000e+03 2.560000000000000000e+02 2.730000000000000000e+02
3.168000000000000000e+03 2.560000000000000000e+02 3.050000000000000000e+02
2.836000000000000000e+03 2.560000000000000000e+02 2.880000000000000000e+02
1.468000000000000000e+03 1.280000000000000000e+02 1.710000000000000000e+02
3.004000000000000000e+03 2.560000000000000000e+02 2.940000000000000000e+02
2.484000000000000000e+03 2.560000000000000000e+02 2.530000000000000000e+02
3.212000000000000000e+03 2.560000000000000000e+02 3.080000000000000000e+02
2.568000000000000000e+03 2.560000000000000000e+02 2.610000000000000000e+02
1.564000000000000000e+03 1.280000000000000000e+02 1.940000000000000000e+02
2.576000000000000000e+03 2.560000000000000000e+02 2.590000000000000000e+02
3.260000000000000000e+03 2.560000000000000000e+02 3.270000000000000000e+02
2.232000000000000000e+03 2.560000000000000000e+02 2.240000000000000000e+02
2.492000000000000000e+03 2.560000000000000000e+02 2.460000000000000000e+02
7.360000000000000000e+02 6.400000000000000000e+01 1.120000000000000000e+02
5.684000000000000000e+03 5.120000000000000000e+02 4.620000000000000000e+02
3.136000000000000000e+03 2.560000000000000000e+02 3.080000000000000000e+02
2.688000000000000000e+03 2.560000000000000000e+02 2.650000000000000000e+02
1.812000000000000000e+03 1.280000000000000000e+02 2.160000000000000000e+02
1.568000000000000000e+03 1.280000000000000000e+02 1.820000000000000000e+02
3.084000000000000000e+03 2.560000000000000000e+02 2.970000000000000000e+02
1.504000000000000000e+03 1.280000000000000000e+02 1.870000000000000000e+02
2.408000000000000000e+03 2.560000000000000000e+02 2.400000000000000000e+02
1.536000000000000000e+03 1.280000000000000000e+02 1.830000000000000000e+02
1.456000000000000000e+03 1.280000000000000000e+02 1.660000000000000000e+02
1.324000000000000000e+03 1.280000000000000000e+02 1.550000000000000000e+02
5.580000000000000000e+03 5.120000000000000000e+02 4.610000000000000000e+02
1.608000000000000000e+03 1.280000000000000000e+02 1.950000000000000000e+02
5.436000000000000000e+03 5.120000000000000000e+02 4.430000000000000000e+02
